Data ; Dia ; Hora ;Codigo; Comodo ;Móvel;Ação; Watts ; Custo/Mês ; Métrica
06/jul; Sábado ; 14:03 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
06/jul; Sábado ; 16:03 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
06/jul; Sábado ; 16:13 ;5; Cozinha ; Cafeteira ; Desligar ;;;
06/jul; Sábado ; 18:09 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
06/jul; Sábado ; 18:10 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
06/jul; Sábado ; 18:29 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
06/jul; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
06/jul; Sábado ; 22:29 ;3; Quarto ; Abajur ; Apagar ;;;
06/jul; Sábado ; 23:01 ;1; Suíte ; Abajur ; Apagar ;;;
07/jul; Domingo ; 8:27 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
07/jul; Domingo ; 9:02 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
07/jul; Domingo ; 9:12 ;5; Cozinha ; Cafeteira ; Desligar ;;;
07/jul; Domingo ; 9:31 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
07/jul; Domingo ; 16:06 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
07/jul; Domingo ; 16:16 ;5; Cozinha ; Cafeteira ; Desligar ;;;
07/jul; Domingo ; 18:14 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
07/jul; Domingo ; 18:15 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
07/jul; Domingo ; 18:39 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
07/jul; Domingo ; 18:40 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
07/jul; Domingo ; 22:09 ;3; Quarto ; Abajur ; Apagar ;;;
07/jul; Domingo ; 23:09 ;1; Suíte ; Abajur ; Apagar ;;;
08/jul; Segunda ; 5:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
08/jul; Segunda ; 6:33 ;1; Suíte ; Abajur ; Apagar ;;;
08/jul; Segunda ; 6:47 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
08/jul; Segunda ; 7:07 ;5; Cozinha ; Cafeteira ; Desligar ;;;
08/jul; Segunda ; 9:32 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
08/jul; Segunda ; 18:07 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
08/jul; Segunda ; 18:08 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
08/jul; Segunda ; 18:32 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
08/jul; Segunda ; 22:07 ;3; Quarto ; Abajur ; Apagar ;;;
08/jul; Segunda ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
09/jul; Terça ; 5:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
09/jul; Terça ; 6:33 ;1; Suíte ; Abajur ; Apagar ;;;
09/jul; Terça ; 6:43 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
09/jul; Terça ; 7:03 ;5; Cozinha ; Cafeteira ; Desligar ;;;
09/jul; Terça ; 9:26 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
09/jul; Terça ; 18:01 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
09/jul; Terça ; 18:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
09/jul; Terça ; 18:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
09/jul; Terça ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
09/jul; Terça ; 23:04 ;1; Suíte ; Abajur ; Apagar ;;;
10/jul; Quarta ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
10/jul; Quarta ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
10/jul; Quarta ; 6:46 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
10/jul; Quarta ; 7:06 ;5; Cozinha ; Cafeteira ; Desligar ;;;
10/jul; Quarta ; 9:31 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
10/jul; Quarta ; 18:06 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
10/jul; Quarta ; 18:07 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
10/jul; Quarta ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
10/jul; Quarta ; 22:06 ;3; Quarto ; Abajur ; Apagar ;;;
10/jul; Quarta ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
11/jul; Quinta ; 5:35 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
11/jul; Quinta ; 6:35 ;1; Suíte ; Abajur ; Apagar ;;;
11/jul; Quinta ; 6:44 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
11/jul; Quinta ; 7:04 ;5; Cozinha ; Cafeteira ; Desligar ;;;
11/jul; Quinta ; 9:26 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
11/jul; Quinta ; 18:01 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
11/jul; Quinta ; 18:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
11/jul; Quinta ; 18:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
11/jul; Quinta ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
11/jul; Quinta ; 23:02 ;1; Suíte ; Abajur ; Apagar ;;;
12/jul; Sexta ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
12/jul; Sexta ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
12/jul; Sexta ; 6:50 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
12/jul; Sexta ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
12/jul; Sexta ; 9:33 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
12/jul; Sexta ; 18:08 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
12/jul; Sexta ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
12/jul; Sexta ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
12/jul; Sexta ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
12/jul; Sexta ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
13/jul; Sábado ; 5:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
13/jul; Sábado ; 6:33 ;1; Suíte ; Abajur ; Apagar ;;;
13/jul; Sábado ; 6:42 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
13/jul; Sábado ; 7:02 ;5; Cozinha ; Cafeteira ; Desligar ;;;
13/jul; Sábado ; 9:29 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
13/jul; Sábado ; 14:04 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
13/jul; Sábado ; 16:04 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
13/jul; Sábado ; 16:14 ;5; Cozinha ; Cafeteira ; Desligar ;;;
13/jul; Sábado ; 18:09 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
13/jul; Sábado ; 18:10 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
13/jul; Sábado ; 18:29 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
13/jul; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
13/jul; Sábado ; 22:29 ;3; Quarto ; Abajur ; Apagar ;;;
13/jul; Sábado ; 23:02 ;1; Suíte ; Abajur ; Apagar ;;;
14/jul; Domingo ; 8:27 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
14/jul; Domingo ; 9:02 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
14/jul; Domingo ; 9:12 ;5; Cozinha ; Cafeteira ; Desligar ;;;
14/jul; Domingo ; 9:29 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
14/jul; Domingo ; 16:04 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
14/jul; Domingo ; 16:14 ;5; Cozinha ; Cafeteira ; Desligar ;;;
14/jul; Domingo ; 18:07 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
14/jul; Domingo ; 18:08 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
14/jul; Domingo ; 18:32 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
14/jul; Domingo ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
14/jul; Domingo ; 22:02 ;3; Quarto ; Abajur ; Apagar ;;;
14/jul; Domingo ; 23:01 ;1; Suíte ; Abajur ; Apagar ;;;
15/jul; Segunda ; 5:27 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
15/jul; Segunda ; 6:27 ;1; Suíte ; Abajur ; Apagar ;;;
15/jul; Segunda ; 6:43 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
15/jul; Segunda ; 7:03 ;5; Cozinha ; Cafeteira ; Desligar ;;;
15/jul; Segunda ; 9:25 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
15/jul; Segunda ; 18:00 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
15/jul; Segunda ; 18:01 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
15/jul; Segunda ; 18:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
15/jul; Segunda ; 22:00 ;3; Quarto ; Abajur ; Apagar ;;;
15/jul; Segunda ; 23:03 ;1; Suíte ; Abajur ; Apagar ;;;
16/jul; Terça ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
16/jul; Terça ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
16/jul; Terça ; 6:50 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
16/jul; Terça ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
16/jul; Terça ; 9:35 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
16/jul; Terça ; 18:10 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
16/jul; Terça ; 18:11 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
16/jul; Terça ; 18:35 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
16/jul; Terça ; 22:10 ;3; Quarto ; Abajur ; Apagar ;;;
16/jul; Terça ; 23:09 ;1; Suíte ; Abajur ; Apagar ;;;
17/jul; Quarta ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
17/jul; Quarta ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
17/jul; Quarta ; 6:44 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
17/jul; Quarta ; 7:04 ;5; Cozinha ; Cafeteira ; Desligar ;;;
17/jul; Quarta ; 9:26 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
17/jul; Quarta ; 18:01 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
17/jul; Quarta ; 18:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
17/jul; Quarta ; 18:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
17/jul; Quarta ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
17/jul; Quarta ; 23:00 ;1; Suíte ; Abajur ; Apagar ;;;
18/jul; Quinta ; 5:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
18/jul; Quinta ; 6:26 ;1; Suíte ; Abajur ; Apagar ;;;
18/jul; Quinta ; 6:44 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
18/jul; Quinta ; 7:04 ;5; Cozinha ; Cafeteira ; Desligar ;;;
18/jul; Quinta ; 9:29 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
18/jul; Quinta ; 18:04 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
18/jul; Quinta ; 18:05 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
18/jul; Quinta ; 18:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
18/jul; Quinta ; 22:04 ;3; Quarto ; Abajur ; Apagar ;;;
18/jul; Quinta ; 23:02 ;1; Suíte ; Abajur ; Apagar ;;;
19/jul; Sexta ; 5:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
19/jul; Sexta ; 6:25 ;1; Suíte ; Abajur ; Apagar ;;;
19/jul; Sexta ; 6:50 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
19/jul; Sexta ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
19/jul; Sexta ; 9:31 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
19/jul; Sexta ; 18:06 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
19/jul; Sexta ; 18:07 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
19/jul; Sexta ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
19/jul; Sexta ; 22:06 ;3; Quarto ; Abajur ; Apagar ;;;
19/jul; Sexta ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
20/jul; Sábado ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
20/jul; Sábado ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
20/jul; Sábado ; 6:42 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
20/jul; Sábado ; 7:02 ;5; Cozinha ; Cafeteira ; Desligar ;;;
20/jul; Sábado ; 9:27 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
20/jul; Sábado ; 14:02 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
20/jul; Sábado ; 16:02 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
20/jul; Sábado ; 16:12 ;5; Cozinha ; Cafeteira ; Desligar ;;;
20/jul; Sábado ; 18:09 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
20/jul; Sábado ; 18:10 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
20/jul; Sábado ; 18:29 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
20/jul; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
20/jul; Sábado ; 22:29 ;3; Quarto ; Abajur ; Apagar ;;;
20/jul; Sábado ; 23:03 ;1; Suíte ; Abajur ; Apagar ;;;
21/jul; Domingo ; 8:25 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
21/jul; Domingo ; 9:00 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
21/jul; Domingo ; 9:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
21/jul; Domingo ; 9:34 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
21/jul; Domingo ; 16:09 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
21/jul; Domingo ; 16:19 ;5; Cozinha ; Cafeteira ; Desligar ;;;
21/jul; Domingo ; 18:15 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
21/jul; Domingo ; 18:16 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
21/jul; Domingo ; 18:40 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
21/jul; Domingo ; 18:41 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
21/jul; Domingo ; 22:10 ;3; Quarto ; Abajur ; Apagar ;;;
21/jul; Domingo ; 23:10 ;1; Suíte ; Abajur ; Apagar ;;;
22/jul; Segunda ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
22/jul; Segunda ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
22/jul; Segunda ; 6:46 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
22/jul; Segunda ; 7:06 ;5; Cozinha ; Cafeteira ; Desligar ;;;
22/jul; Segunda ; 9:34 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
22/jul; Segunda ; 18:09 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
22/jul; Segunda ; 18:10 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
22/jul; Segunda ; 18:34 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
22/jul; Segunda ; 22:09 ;3; Quarto ; Abajur ; Apagar ;;;
22/jul; Segunda ; 23:07 ;1; Suíte ; Abajur ; Apagar ;;;
23/jul; Terça ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
23/jul; Terça ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
23/jul; Terça ; 6:41 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
23/jul; Terça ; 7:01 ;5; Cozinha ; Cafeteira ; Desligar ;;;
23/jul; Terça ; 9:29 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
23/jul; Terça ; 18:04 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
23/jul; Terça ; 18:05 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
23/jul; Terça ; 18:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
23/jul; Terça ; 22:04 ;3; Quarto ; Abajur ; Apagar ;;;
23/jul; Terça ; 23:04 ;1; Suíte ; Abajur ; Apagar ;;;
24/jul; Quarta ; 5:28 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
24/jul; Quarta ; 6:28 ;1; Suíte ; Abajur ; Apagar ;;;
24/jul; Quarta ; 6:49 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
24/jul; Quarta ; 7:09 ;5; Cozinha ; Cafeteira ; Desligar ;;;
24/jul; Quarta ; 9:33 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
24/jul; Quarta ; 18:08 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
24/jul; Quarta ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
24/jul; Quarta ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
24/jul; Quarta ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
24/jul; Quarta ; 23:10 ;1; Suíte ; Abajur ; Apagar ;;;
25/jul; Quinta ; 5:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
25/jul; Quinta ; 6:33 ;1; Suíte ; Abajur ; Apagar ;;;
25/jul; Quinta ; 6:43 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
25/jul; Quinta ; 7:03 ;5; Cozinha ; Cafeteira ; Desligar ;;;
25/jul; Quinta ; 9:29 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
25/jul; Quinta ; 18:04 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
25/jul; Quinta ; 18:05 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
25/jul; Quinta ; 18:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
25/jul; Quinta ; 22:04 ;3; Quarto ; Abajur ; Apagar ;;;
25/jul; Quinta ; 23:03 ;1; Suíte ; Abajur ; Apagar ;;;
26/jul; Sexta ; 5:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
26/jul; Sexta ; 6:25 ;1; Suíte ; Abajur ; Apagar ;;;
26/jul; Sexta ; 6:46 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
26/jul; Sexta ; 7:06 ;5; Cozinha ; Cafeteira ; Desligar ;;;
26/jul; Sexta ; 9:33 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
26/jul; Sexta ; 18:08 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
26/jul; Sexta ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
26/jul; Sexta ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
26/jul; Sexta ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
26/jul; Sexta ; 23:06 ;1; Suíte ; Abajur ; Apagar ;;;
27/jul; Sábado ; 5:34 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
27/jul; Sábado ; 6:34 ;1; Suíte ; Abajur ; Apagar ;;;
27/jul; Sábado ; 6:43 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
27/jul; Sábado ; 7:03 ;5; Cozinha ; Cafeteira ; Desligar ;;;
27/jul; Sábado ; 9:27 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
27/jul; Sábado ; 14:02 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
27/jul; Sábado ; 16:02 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
27/jul; Sábado ; 16:12 ;5; Cozinha ; Cafeteira ; Desligar ;;;
27/jul; Sábado ; 18:08 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
27/jul; Sábado ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
27/jul; Sábado ; 18:28 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
27/jul; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
27/jul; Sábado ; 22:28 ;3; Quarto ; Abajur ; Apagar ;;;
27/jul; Sábado ; 23:02 ;1; Suíte ; Abajur ; Apagar ;;;
28/jul; Domingo ; 8:27 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
28/jul; Domingo ; 9:02 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
28/jul; Domingo ; 9:12 ;5; Cozinha ; Cafeteira ; Desligar ;;;
28/jul; Domingo ; 9:33 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
28/jul; Domingo ; 16:08 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
28/jul; Domingo ; 16:18 ;5; Cozinha ; Cafeteira ; Desligar ;;;
28/jul; Domingo ; 18:14 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
28/jul; Domingo ; 18:15 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
28/jul; Domingo ; 18:39 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
28/jul; Domingo ; 18:40 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
28/jul; Domingo ; 22:09 ;3; Quarto ; Abajur ; Apagar ;;;
28/jul; Domingo ; 23:06 ;1; Suíte ; Abajur ; Apagar ;;;
29/jul; Segunda ; 5:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
29/jul; Segunda ; 6:33 ;1; Suíte ; Abajur ; Apagar ;;;
29/jul; Segunda ; 6:43 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
29/jul; Segunda ; 7:03 ;5; Cozinha ; Cafeteira ; Desligar ;;;
29/jul; Segunda ; 9:25 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
29/jul; Segunda ; 18:00 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
29/jul; Segunda ; 18:01 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
29/jul; Segunda ; 18:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
29/jul; Segunda ; 22:00 ;3; Quarto ; Abajur ; Apagar ;;;
29/jul; Segunda ; 23:00 ;1; Suíte ; Abajur ; Apagar ;;;
30/jul; Terça ; 5:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
30/jul; Terça ; 6:26 ;1; Suíte ; Abajur ; Apagar ;;;
30/jul; Terça ; 6:49 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
30/jul; Terça ; 7:09 ;5; Cozinha ; Cafeteira ; Desligar ;;;
30/jul; Terça ; 9:34 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
30/jul; Terça ; 18:09 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
30/jul; Terça ; 18:10 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
30/jul; Terça ; 18:34 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
30/jul; Terça ; 22:09 ;3; Quarto ; Abajur ; Apagar ;;;
30/jul; Terça ; 23:10 ;1; Suíte ; Abajur ; Apagar ;;;
31/jul; Quarta ; 5:34 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
31/jul; Quarta ; 6:34 ;1; Suíte ; Abajur ; Apagar ;;;
31/jul; Quarta ; 6:46 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
31/jul; Quarta ; 7:06 ;5; Cozinha ; Cafeteira ; Desligar ;;;
31/jul; Quarta ; 9:33 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
31/jul; Quarta ; 18:08 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
31/jul; Quarta ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
31/jul; Quarta ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
31/jul; Quarta ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
31/jul; Quarta ; 23:07 ;1; Suíte ; Abajur ; Apagar ;;;
01/ago; Quinta ; 5:35 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
01/ago; Quinta ; 6:10 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
01/ago; Quinta ; 6:35 ;1; Suíte ; Abajur ; Apagar ;;;
01/ago; Quinta ; 6:48 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
01/ago; Quinta ; 6:58 ;3; Quarto ; Abajur ; Apagar ;;;
